* Konfiguration
*
* Populationsgroesse festlegen
* Definiert die Größe der Population für die Lösung mit einem evolutionären Algorithmus. Default: 500
? sa.population_size=100
* Definiert die Größe der Population für die Lösung mit Ant Colony Optimization. Default: 10000
? aco.population_size=2000
*
* Maximale Anzahl von Umläufen
* Die grösste erwartete Anzahl von Umläufen in einer Lösung. Zu kleine Werte führen dazu, dass das Programm nicht korrekt arbeitet.
* Zu grosse Werte führen zu einem unnötig großen Speicherverbrauch.
* Default: 700
? aco.max_num_of_circulations=867
*
* Maximale Länge eines Umlaufs.
* Beeinflusst den Speicherbedarf.
* Default: 50
? aco.max_circulation_length=40
? sa.max_circulation_length=80
*
* Depots festlegen
* Definiert, nach welchem Verfahren die Depots festgelegt werden.
* no_service_trip:	Jede Haltestelle, an der keine Servicefahrten ankommen oder abgehen wird als Depot angesehen.
* one_digit_id:		Jede Haltestelle mit einstelliger Legacy-Id wird als Depot angesehen.
*?depot_detection_mode=no_service_trip
?depot_detection_mode=one_digit_id
*
* Haltestellennamen
* true: Die Haltestellennamen werden durch zufällig ausgewählte Strassennamen ersetzt.
?use_random_streetnames=false
*?use_random_streetnames=true
*
* Ladestationen
* Definiert, nach welchem Verfahren die Ladestationen festgelegt werden.
* no_charging_stations: 	Es wird ein VSP für konventionelle Fahrzeuge gelöst. Keine Ladestationen & unbegrenzte Batteriekapazität.
* random_stops:				Zufällig ausgewählte Haltestellen werden zu Ladestationen (prozentualer Anteil: charging_station_ratio).
* veh_capacity_at_stops: 	Jede Haltestelle mit einer VehCapacityForCharging > 0 wird zu Ladestation.
* veh_type_entry:			Jede Haltestelle mit einem Eintrag im Block VEHTYPETOCHARGINGSTATION wird zu Ladestation.
*?charging_station_detection_mode=no_charging_stations
?charging_station_detection_mode=random_stops
*?charging_station_detection_mode=veh_capacity_at_stops
*?charging_station_detection_mode=veh_type_entry
*
* Anteil der Ladestationen
* Prozentualer Anteil von Ladestationen an der Gesamtanzahl der Bushaltestellen im Bereich 0-100. Nur relevant, wenn 
* 'charging_station_detection_mode' gleich 'random' ist. Default: 10%
* 0:   Über die Depots hinaus gibt es keine Ladestationen.
* 100: Jede Bushaltestelle ist auch eine Ladestation.
?charging_station_ratio=10
*
$CHARGINGSYSTEM:ID;Name
0;Plugin
1;Panthograph/Overhead
2;Battery Change
3;Induction
*
$STOPPOINT:ID;Code;Name;VehCapacityForCharging;chargeColumn;fastCharge
6454;8;90002;30581;000:14:06:00;000:14:45:00;0;60;1;0;0;10798;1;1;-
6455;8;30581;90002;000:14:48:00;000:15:29:00;0;60;1;0;0;10884;1;1;-
6456;8;90002;30581;000:15:36:00;000:16:15:00;0;60;1;0;0;10798;1;1;-
6457;8;30581;90002;000:16:18:00;000:16:59:00;0;60;1;0;0;10884;1;1;-
6458;8;90002;30581;000:17:06:00;000:17:45:00;0;60;1;0;0;10798;1;1;-
6459;8;30581;90002;000:17:48:00;000:18:29:00;0;60;1;0;0;10884;1;1;-
6460;8;90002;30581;000:18:36:00;000:19:15:00;0;60;1;0;0;10798;1;1;-
6461;8;30581;90002;000:19:18:00;000:19:59:00;0;60;1;0;0;10884;1;1;-
6462;8;90002;30581;000:20:15:00;000:20:52:00;0;60;1;0;0;10798;1;1;-
6463;8;30581;90002;000:20:53:00;000:21:32:00;0;60;1;0;0;10884;1;1;-
6464;8;90002;30351;000:21:45:00;000:22:20:00;0;60;1;0;0;10166;1;1;-
6465;8;30351;90002;000:22:24:00;000:23:02:00;0;60;1;0;0;10781;1;1;-
6466;8;90002;30581;000:23:15:00;000:23:52:00;0;60;1;0;0;10798;1;1;-
6467;8;30581;30551;000:23:53:00;000:23:54:00;0;60;1;0;0;376;1;1;-
6696;12;50103;60482;000:05:08:00;000:05:17:00;0;60;1;0;0;2816;1;1;-
6698;1;60503;20052;000:05:19:00;000:05:39:00;0;0;1;0;0;5795;1;1;-
6699;13;20052;20662;000:05:39:00;000:05:53:00;0;60;1;0;0;5944;1;1;-
6701;13;21871;60351;000:06:08:00;000:07:01:00;0;60;1;0;0;17208;1;1;-
6702;13;60351;10463;000:07:07:00;000:07:58:00;0;60;1;0;0;16976;1;1;-
6703;13;10463;60351;000:08:09:00;000:09:01:00;0;60;1;0;0;16369;1;1;-
6704;13;60351;10463;000:09:07:00;000:09:58:00;0;60;1;0;0;16976;1;1;-
6705;13;10463;60351;000:10:09:00;000:11:01:00;0;60;1;0;0;16369;1;1;-
6706;13;60351;10463;000:11:07:00;000:11:58:00;0;60;1;0;0;16976;1;1;-
6707;13;10463;60351;000:12:09:00;000:13:01:00;0;60;1;0;0;16369;1;1;-
6708;13;60351;10463;000:13:07:00;000:13:58:00;0;60;1;0;0;16976;1;1;-
6709;13;10463;60351;000:14:09:00;000:15:01:00;0;60;1;0;0;16369;1;1;-
6710;13;60351;10463;000:15:07:00;000:15:58:00;0;60;1;0;0;16976;1;1;-
6711;13;10463;60351;000:16:09:00;000:17:01:00;0;60;1;0;0;16369;1;1;-
6712;13;60351;10463;000:17:07:00;000:17:58:00;0;60;1;0;0;16976;1;1;-
6713;13;10463;60351;000:18:09:00;000:19:01:00;0;60;1;0;0;16369;1;1;-
6714;13;60351;21871;000:19:07:00;000:20:03:00;0;60;1;0;0;17937;1;1;-
6716;13;21871;80001;000:20:13:00;000:20:42:00;0;60;1;0;0;11406;1;1;-
6718;13;80004;21871;000:20:43:00;000:21:11:00;0;60;1;0;0;11514;1;1;-
6720;13;21871;80001;000:21:13:00;000:21:42:00;0;60;1;0;0;11406;1;1;-
6722;13;80004;21871;000:21:43:00;000:22:11:00;0;60;1;0;0;11514;1;1;-
6724;13;21871;80001;000:22:13:00;000:22:42:00;0;60;1;0;0;11406;1;1;-
6726;13;80004;21871;000:22:43:00;000:23:11:00;0;60;1;0;0;11514;1;1;-
6728;13;21871;80001;000:23:13:00;000:23:42:00;0;60;1;0;0;11406;1;1;-
6730;13;80004;21871;000:23:43:00;001:00:11:00;0;60;1;0;0;11514;1;1;-
6004;6;40451;80004;000:05:40:00;000:06:01:00;0;60;1;0;0;5429;1;1;-
6006;6;80001;40451;000:06:07:00;000:06:27:00;0;60;1;0;0;4980;1;1;-
6007;6;40451;80004;000:06:32:00;000:06:54:00;0;60;1;0;0;5429;1;1;-
6009;6;80001;40451;000:07:07:00;000:07:27:00;0;60;1;0;0;4980;1;1;-
6010;6;40451;80004;000:07:32:00;000:07:54:00;0;60;1;0;0;5429;1;1;-
6012;6;80001;40451;000:08:07:00;000:08:27:00;0;60;1;0;0;4980;1;1;-
6013;6;40451;80004;000:08:32:00;000:08:54:00;0;60;1;0;0;5429;1;1;-
6015;6;80001;40451;000:09:07:00;000:09:27:00;0;60;1;0;0;4980;1;1;-
6016;6;40451;80004;000:09:32:00;000:09:54:00;0;60;1;0;0;5429;1;1;-
6018;6;80001;40451;000:10:07:00;000:10:27:00;0;60;1;0;0;4980;1;1;-
6019;6;40451;80004;000:10:32:00;000:10:54:00;0;60;1;0;0;5429;1;1;-
6021;6;80001;40451;000:11:07:00;000:11:27:00;0;60;1;0;0;4980;1;1;-
6022;6;40451;80004;000:11:32:00;000:11:54:00;0;60;1;0;0;5429;1;1;-
6024;6;80001;40451;000:12:07:00;000:12:27:00;0;60;1;0;0;4980;1;1;-
6025;6;40451;80004;000:12:32:00;000:12:54:00;0;60;1;0;0;5429;1;1;-
6027;6;80001;40451;000:13:07:00;000:13:27:00;0;60;1;0;0;4980;1;1;-
6028;6;40451;80004;000:13:32:00;000:13:54:00;0;60;1;0;0;5429;1;1;-
6030;6;80001;40451;000:14:07:00;000:14:27:00;0;60;1;0;0;4980;1;1;-
6031;6;40451;80004;000:14:32:00;000:14:54:00;0;60;1;0;0;5429;1;1;-
6033;6;80001;40451;000:15:07:00;000:15:27:00;0;60;1;0;0;4980;1;1;-
6034;6;40451;80004;000:15:32:00;000:15:54:00;0;60;1;0;0;5429;1;1;-
6036;6;80001;40451;000:16:07:00;000:16:27:00;0;60;1;0;0;4980;1;1;-
6037;6;40451;80004;000:16:32:00;000:16:54:00;0;60;1;0;0;5429;1;1;-
6039;6;80001;40451;000:17:07:00;000:17:27:00;0;60;1;0;0;4980;1;1;-
6040;6;40451;80004;000:17:32:00;000:17:54:00;0;60;1;0;0;5429;1;1;-
6042;6;80001;40451;000:18:07:00;000:18:27:00;0;60;1;0;0;4980;1;1;-
6043;6;40451;80004;000:18:32:00;000:18:54:00;0;60;1;0;0;5429;1;1;-
6045;6;80001;40451;000:19:07:00;000:19:27:00;0;60;1;0;0;4980;1;1;-
6047;5;40591;10861;000:20:16:00;000:21:01:00;0;60;1;0;0;16078;1;1;-
6048;5;10861;40591;000:21:13:00;000:22:02:00;0;60;1;0;0;16602;1;1;-
6049;5;40591;10861;000:22:16:00;000:23:01:00;0;60;1;0;0;16078;1;1;-
6050;5;10861;40591;000:23:13:00;001:00:02:00;0;60;1;0;0;16602;1;1;-
6779;12;20901;50021;000:06:59:00;000:07:30:00;0;0;1;0;0;11321;1;1;-
6780;13;50021;50232;000:07:30:00;000:07:32:00;0;60;1;0;0;597;1;1;-
6782;12;60501;20901;000:07:43:00;000:08:25:00;0;60;1;0;0;15237;1;1;-
6783;12;20901;60501;000:08:29:00;000:09:17:00;0;60;1;0;0;14983;1;1;-
6784;12;60501;20901;000:09:43:00;000:10:25:00;0;60;1;0;0;15237;1;1;-
6785;12;20901;60501;000:10:29:00;000:11:17:00;0;60;1;0;0;14983;1;1;-
6786;12;60501;20901;000:11:43:00;000:12:25:00;0;60;1;0;0;15237;1;1;-
6787;12;20901;60501;000:12:29:00;000:13:17:00;0;60;1;0;0;14983;1;1;-
6788;12;60501;20901;000:13:43:00;000:14:25:00;0;60;1;0;0;15237;1;1;-
6789;12;20901;60501;000:14:29:00;000:15:17:00;0;60;1;0;0;14983;1;1;-
6790;12;60501;20901;000:15:43:00;000:16:25:00;0;60;1;0;0;15237;1;1;-
6791;12;20901;60501;000:16:29:00;000:17:17:00;0;60;1;0;0;14983;1;1;-
6792;12;60501;20901;000:17:43:00;000:18:25:00;0;60;1;0;0;15237;1;1;-
6793;12;20901;60501;000:18:29:00;000:19:17:00;0;60;1;0;0;14983;1;1;-
6795;2;60541;30901;000:19:58:00;000:20:32:00;0;60;1;0;0;10340;1;1;-
6797;2;30901;60541;000:20:51:00;000:21:25:00;0;60;1;0;0;10310;1;1;-
6798;2;60541;30901;000:21:28:00;000:22:02:00;0;60;1;0;0;10340;1;1;-
6800;2;30901;60541;000:22:21:00;000:22:55:00;0;60;1;0;0;10310;1;1;-
6801;2;60541;30901;000:22:58:00;000:23:32:00;0;60;1;0;0;10340;1;1;-
6672;10;80001;40621;000:12:01:00;000:12:38:00;0;60;1;0;0;13145;1;1;-
6673;10;40621;80004;000:12:43:00;000:13:18:00;0;60;1;0;0;12411;1;1;-
6675;10;80001;40151;000:13:31:00;000:13:59:00;0;60;1;0;0;8522;1;1;-
6677;10;40151;80004;000:14:21:00;000:14:48:00;0;60;1;0;0;8289;1;1;-
6679;10;80001;40621;000:15:01:00;000:15:38:00;0;60;1;0;0;13145;1;1;-
6680;10;40621;80004;000:15:43:00;000:16:18:00;0;60;1;0;0;12411;1;1;-
6682;10;80001;40151;000:16:31:00;000:16:59:00;0;60;1;0;0;8522;1;1;-
6684;10;40151;80004;000:17:21:00;000:17:48:00;0;60;1;0;0;8289;1;1;-
6686;10;80001;40621;000:18:01:00;000:18:38:00;0;60;1;0;0;13145;1;1;-
6687;10;40621;80004;000:18:43:00;000:19:18:00;0;60;1;0;0;12411;1;1;-
6689;10;80001;40151;000:19:31:00;000:19:59:00;0;60;1;0;0;8522;1;1;-
6053;6;40451;80004;000:06:02:00;000:06:24:00;0;60;1;0;0;5429;1;1;-
6055;6;80001;40451;000:06:37:00;000:06:57:00;0;60;1;0;0;4980;1;1;-
6056;6;40451;80004;000:07:02:00;000:07:24:00;0;60;1;0;0;5429;1;1;-
6058;6;80001;40451;000:07:37:00;000:07:57:00;0;60;1;0;0;4980;1;1;-
6059;6;40451;80004;000:08:02:00;000:08:24:00;0;60;1;0;0;5429;1;1;-
6061;6;80001;40451;000:08:37:00;000:08:57:00;0;60;1;0;0;4980;1;1;-
6062;6;40451;80004;000:09:02:00;000:09:24:00;0;60;1;0;0;5429;1;1;-
6064;6;80001;40451;000:09:37:00;000:09:57:00;0;60;1;0;0;4980;1;1;-
6065;6;40451;80004;000:10:02:00;000:10:24:00;0;60;1;0;0;5429;1;1;-
6067;6;80001;40451;000:10:37:00;000:10:57:00;0;60;1;0;0;4980;1;1;-
6068;6;40451;80004;000:11:02:00;000:11:24:00;0;60;1;0;0;5429;1;1;-
6070;6;80001;40451;000:11:37:00;000:11:57:00;0;60;1;0;0;4980;1;1;-
6071;6;40451;80004;000:12:02:00;000:12:24:00;0;60;1;0;0;5429;1;1;-
6073;6;80001;40451;000:12:37:00;000:12:57:00;0;60;1;0;0;4980;1;1;-
6074;6;40451;80004;000:13:02:00;000:13:24:00;0;60;1;0;0;5429;1;1;-
6076;6;80001;40451;000:13:37:00;000:13:57:00;0;60;1;0;0;4980;1;1;-
6077;6;40451;80004;000:14:02:00;000:14:24:00;0;60;1;0;0;5429;1;1;-
6079;6;80001;40451;000:14:37:00;000:14:57:00;0;60;1;0;0;4980;1;1;-
6080;6;40451;80004;000:15:02:00;000:15:24:00;0;60;1;0;0;5429;1;1;-
6082;6;80001;40451;000:15:37:00;000:15:57:00;0;60;1;0;0;4980;1;1;-
6083;6;40451;80004;000:16:02:00;000:16:24:00;0;60;1;0;0;5429;1;1;-
6085;6;80001;40451;000:16:37:00;000:16:57:00;0;60;1;0;0;4980;1;1;-
6086;6;40451;80004;000:17:02:00;000:17:24:00;0;60;1;0;0;5429;1;1;-
6088;6;80001;40451;000:17:37:00;000:17:57:00;0;60;1;0;0;4980;1;1;-
6089;6;40451;80004;000:18:02:00;000:18:24:00;0;60;1;0;0;5429;1;1;-
6091;6;80001;40451;000:18:34:00;000:18:54:00;0;60;1;0;0;4980;1;1;-
6092;6;40451;10241;000:18:56:00;000:19:22:00;0;60;1;0;0;7656;1;1;-
6093;6;10241;40451;000:19:25:00;000:19:49:00;0;60;1;0;0;7514;1;1;-
6094;6;40451;10241;000:19:56:00;000:20:22:00;0;60;1;0;0;7656;1;1;-
6095;6;10241;40451;000:20:25:00;000:20:49:00;0;60;1;0;0;7514;1;1;-
6096;6;40451;10241;000:20:56:00;000:21:22:00;0;60;1;0;0;7656;1;1;-
6097;6;10241;40451;000:21:25:00;000:21:49:00;0;60;1;0;0;7514;1;1;-
6098;6;40451;10241;000:21:56:00;000:22:22:00;0;60;1;0;0;7656;1;1;-
6099;6;10241;40451;000:22:25:00;000:22:49:00;0;60;1;0;0;7514;1;1;-
6100;6;40451;10241;000:22:56:00;000:23:22:00;0;60;1;0;0;7656;1;1;-
6530;9;10241;40321;000:06:15:00;000:06:43:00;0;60;1;0;0;7294;1;1;-
6531;9;40321;10241;000:06:48:00;000:07:12:00;0;60;1;0;0;6704;1;1;-
6532;9;10241;40321;000:07:15:00;000:07:43:00;0;60;1;0;0;7294;1;1;-
6533;9;40321;10241;000:07:48:00;000:08:12:00;0;60;1;0;0;6704;1;1;-
6534;9;10241;40321;000:08:15:00;000:08:43:00;0;60;1;0;0;7294;1;1;-
6535;9;40321;10241;000:08:48:00;000:09:12:00;0;60;1;0;0;6704;1;1;-
6536;9;10241;40321;000:09:15:00;000:09:43:00;0;60;1;0;0;7294;1;1;-
6537;9;40321;10241;000:09:48:00;000:10:12:00;0;60;1;0;0;6704;1;1;-
6538;9;10241;40321;000:10:15:00;000:10:43:00;0;60;1;0;0;7294;1;1;-
6539;9;40321;10241;000:10:48:00;000:11:12:00;0;60;1;0;0;6704;1;1;-
6540;9;10241;40321;000:11:15:00;000:11:43:00;0;60;1;0;0;7294;1;1;-
6541;9;40321;10241;000:11:48:00;000:12:12:00;0;60;1;0;0;6704;1;1;-
6542;9;10241;40321;000:12:15:00;000:12:43:00;0;60;1;0;0;7294;1;1;-
6543;9;40321;10241;000:12:48:00;000:13:12:00;0;60;1;0;0;6704;1;1;-
6544;9;10241;40321;000:13:15:00;000:13:43:00;0;60;1;0;0;7294;1;1;-
6545;9;40321;10241;000:13:48:00;000:14:12:00;0;60;1;0;0;6704;1;1;-
6546;9;10241;40321;000:14:15:00;000:14:43:00;0;60;1;0;0;7294;1;1;-
6547;9;40321;10241;000:14:48:00;000:15:12:00;0;60;1;0;0;6704;1;1;-
6548;9;10241;40321;000:15:15:00;000:15:43:00;0;60;1;0;0;7294;1;1;-
6549;9;40321;10241;000:15:48:00;000:16:12:00;0;60;1;0;0;6704;1;1;-
6550;9;10241;40321;000:16:15:00;000:16:43:00;0;60;1;0;0;7294;1;1;-
6551;9;40321;10241;000:16:48:00;000:17:12:00;0;60;1;0;0;6704;1;1;-
6552;9;10241;40321;000:17:15:00;000:17:43:00;0;60;1;0;0;7294;1;1;-
6553;9;40321;10241;000:17:48:00;000:18:12:00;0;60;1;0;0;6704;1;1;-
6554;9;10241;40321;000:18:15:00;000:18:43:00;0;60;1;0;0;7294;1;1;-
6555;9;40321;10241;000:18:48:00;000:19:12:00;0;60;1;0;0;6704;1;1;-
6556;9;10241;40321;000:19:15:00;000:19:43:00;0;60;1;0;0;7294;1;1;-
5800;4;60501;10463;000:06:34:00;000:07:18:00;0;60;1;0;0;12254;1;1;-
5802;4;10463;60501;000:07:39:00;000:08:28:00;0;60;1;0;0;12487;1;1;-
5803;4;60501;10463;000:08:34:00;000:09:18:00;0;60;1;0;0;12254;1;1;-
5805;4;10463;60501;000:09:39:00;000:10:28:00;0;60;1;0;0;12487;1;1;-
5806;4;60501;10463;000:10:34:00;000:11:18:00;0;60;1;0;0;12254;1;1;-
5808;4;10463;60501;000:11:39:00;000:12:28:00;0;60;1;0;0;12487;1;1;-
5809;4;60501;10463;000:12:34:00;000:13:18:00;0;60;1;0;0;12254;1;1;-
5811;4;10463;60501;000:13:39:00;000:14:28:00;0;60;1;0;0;12487;1;1;-
5812;4;60501;10463;000:14:34:00;000:15:18:00;0;60;1;0;0;12254;1;1;-
5814;4;10463;60501;000:15:39:00;000:16:28:00;0;60;1;0;0;12487;1;1;-
5815;4;60501;10463;000:16:34:00;000:17:18:00;0;60;1;0;0;12254;1;1;-
5817;4;10463;60501;000:17:39:00;000:18:28:00;0;60;1;0;0;12487;1;1;-
5818;4;60501;10463;000:18:34:00;000:19:18:00;0;60;1;0;0;12254;1;1;-
5820;4;10463;60501;000:19:39:00;000:20:28:00;0;60;1;0;0;12487;1;1;-
5821;4;60501;10491;000:20:45:00;000:21:21:00;0;60;1;0;0;11227;1;1;-
5822;4;10491;60501;000:21:23:00;000:22:05:00;0;60;1;0;0;12092;1;1;-
5823;4;60501;10491;000:22:15:00;000:22:51:00;0;60;1;0;0;11227;1;1;-
5824;4;10491;60501;000:22:53:00;000:23:35:00;0;60;1;0;0;12092;1;1;-
5905;5;10861;30422;000:06:55:00;000:07:33:00;0;60;1;0;0;11227;1;1;-
6882;13;21871;50232;000:06:55:00;000:07:37:00;0;60;1;0;0;14031;1;1;-
6648;10;40132;40621;000:06:58:00;000:07:02:00;0;0;1;0;0;835;1;1;-
6649;10;40621;90060;000:07:02:00;000:07:30:00;0;0;1;0;0;11073;1;1;-
6650;13;90060;20391;000:07:30:00;000:07:42:00;0;0;1;0;0;3448;1;1;-
6651;13;20391;20552;000:07:42:00;000:07:49:00;0;60;1;0;0;2319;1;1;-
7052;14;11101;90054;000:06:57:00;000:07:26:00;0;60;1;0;0;7881;1;1;-
7054;14;80004;30801;000:07:35:00;000:07:43:00;0;60;1;0;0;4397;1;1;-
6885;13;20711;50021;000:07:10:00;000:07:46:00;0;60;1;0;0;10821;1;1;-
6227;7;21931;50052;000:06:57:00;000:07:22:00;0;60;1;0;0;7706;1;1;-
6229;1;90054;80001;000:07:30:00;000:07:32:00;0;0;1;0;0;851;1;1;-
6230;1;80001;58401;000:07:32:00;000:07:52:00;0;60;1;0;0;8088;1;1;-
7236;2;30901;90010;000:07:04:00;000:07:26:00;0;60;1;0;0;5598;1;1;-
7238;13;90020;50232;000:07:28:00;000:07:36:00;0;60;1;0;0;2210;1;1;-
5913;5;10541;90052;000:07:04:00;000:07:24:00;0;60;1;0;0;4408;1;1;-
5915;13;80001;50232;000:07:30:00;000:07:43:00;0;60;1;0;0;3049;1;1;-
7068;14;11101;90054;000:07:22:00;000:07:51:00;0;60;1;0;0;7881;1;1;-
6891;13;60351;21871;000:10:37:00;000:11:32:00;0;60;1;0;0;17466;1;1;-
6893;13;21871;60351;000:11:38:00;000:12:31:00;0;60;1;0;0;17208;1;1;-
6894;13;60351;21871;000:12:37:00;000:13:32:00;0;60;1;0;0;17466;1;1;-
6896;13;21871;60351;000:13:38:00;000:14:31:00;0;60;1;0;0;17208;1;1;-
6897;13;60351;21871;000:14:37:00;000:15:32:00;0;60;1;0;0;17466;1;1;-
6899;13;21871;60351;000:15:38:00;000:16:31:00;0;60;1;0;0;17208;1;1;-
6902;13;60351;21871;000:11:37:00;000:12:32:00;0;60;1;0;0;17466;1;1;-
6904;13;21871;60351;000:12:38:00;000:13:31:00;0;60;1;0;0;17208;1;1;-
6905;13;60351;21871;000:13:37:00;000:14:32:00;0;60;1;0;0;17466;1;1;-
6907;13;21871;60351;000:14:38:00;000:15:31:00;0;60;1;0;0;17208;1;1;-
6908;13;60351;21871;000:15:37:00;000:16:32:00;0;60;1;0;0;17466;1;1;-
6910;13;21871;60351;000:16:38:00;000:17:31:00;0;60;1;0;0;17208;1;1;-
6911;13;60351;21871;000:17:37:00;000:18:32:00;0;60;1;0;0;17466;1;1;-
6913;13;21871;60351;000:18:38:00;000:19:31:00;0;60;1;0;0;17208;1;1;-
6654;10;80001;40621;000:13:01:00;000:13:38:00;0;60;1;0;0;13145;1;1;-
6655;10;40621;80004;000:13:43:00;000:14:18:00;0;60;1;0;0;12411;1;1;-
6657;10;80001;40151;000:14:31:00;000:14:59:00;0;60;1;0;0;8522;1;1;-
6659;10;40151;80004;000:15:21:00;000:15:48:00;0;60;1;0;0;8289;1;1;-
6661;10;80001;40621;000:16:01:00;000:16:38:00;0;60;1;0;0;13145;1;1;-
6662;10;40621;80004;000:16:43:00;000:17:18:00;0;60;1;0;0;12411;1;1;-
6664;10;80001;40151;000:17:31:00;000:17:59:00;0;60;1;0;0;8522;1;1;-
6666;10;40151;80004;000:18:21:00;000:18:48:00;0;60;1;0;0;8289;1;1;-
6668;10;80001;40621;000:19:01:00;000:19:38:00;0;60;1;0;0;13145;1;1;-
6669;10;40621;80004;000:19:43:00;000:20:18:00;0;60;1;0;0;12411;1;1;-
6922;13;10463;60351;000:13:09:00;000:14:01:00;0;60;1;0;0;16369;1;1;-
6923;13;60351;10463;000:14:07:00;000:14:58:00;0;60;1;0;0;16976;1;1;-
6924;13;10463;60351;000:15:09:00;000:16:01:00;0;60;1;0;0;16369;1;1;-
6925;13;60351;10463;000:16:07:00;000:16:58:00;0;60;1;0;0;16976;1;1;-
6926;13;10463;60351;000:17:09:00;000:18:01:00;0;60;1;0;0;16369;1;1;-
6927;13;60351;10463;000:18:07:00;000:18:58:00;0;60;1;0;0;16976;1;1;-
6928;13;10463;60351;000:19:09:00;000:20:01:00;0;60;1;0;0;16369;1;1;-
6563;9;10241;40321;000:13:45:00;000:14:13:00;0;60;1;0;0;7294;1;1;-
6564;9;40321;10241;000:14:18:00;000:14:42:00;0;60;1;0;0;6704;1;1;-
6565;9;10241;40321;000:14:45:00;000:15:13:00;0;60;1;0;0;7294;1;1;-
6566;9;40321;10241;000:15:18:00;000:15:42:00;0;60;1;0;0;6704;1;1;-
6567;9;10241;40321;000:15:45:00;000:16:13:00;0;60;1;0;0;7294;1;1;-
6568;9;40321;10241;000:16:18:00;000:16:42:00;0;60;1;0;0;6704;1;1;-
6569;9;10241;40321;000:16:45:00;000:17:13:00;0;60;1;0;0;7294;1;1;-
6570;9;40321;10241;000:17:18:00;000:17:42:00;0;60;1;0;0;6704;1;1;-
6571;9;10241;40321;000:17:45:00;000:18:13:00;0;60;1;0;0;7294;1;1;-
6572;9;40321;10241;000:18:18:00;000:18:42:00;0;60;1;0;0;6704;1;1;-
6573;9;10241;40321;000:18:45:00;000:19:13:00;0;60;1;0;0;7294;1;1;-
6574;9;40321;80004;000:19:18:00;000:19:37:00;0;60;1;0;0;4477;1;1;-
6576;9;80001;40321;000:20:00:00;000:20:20:00;0;60;1;0;0;4760;1;1;-
6577;9;40321;80004;000:20:26:00;000:20:44:00;0;60;1;0;0;4477;1;1;-
6579;9;80001;40321;000:21:00:00;000:21:20:00;0;60;1;0;0;4760;1;1;-
6580;9;40321;80004;000:21:26:00;000:21:44:00;0;60;1;0;0;4477;1;1;-
6582;9;80001;40321;000:22:00:00;000:22:20:00;0;60;1;0;0;4760;1;1;-
6107;6;48401;90060;000:13:10:00;000:13:22:00;0;60;1;0;0;3403;1;1;-
6108;14;90060;11101;000:13:27:00;000:13:49:00;0;60;1;0;0;7437;1;1;-
6692;10;40641;40621;000:05:10:00;000:05:12:00;0;0;1;0;0;427;1;1;-
6693;10;40621;90060;000:05:12:00;000:05:35:00;0;60;1;0;0;11164;1;1;-
5929;5;10801;10851;000:05:49:00;000:05:54:00;0;30;1;0;0;3176;1;1;-
5931;5;10801;10601;000:06:20:00;000:06:28:00;0;60;1;0;0;4551;1;1;-
5933;5;10801;10851;000:06:49:00;000:06:54:00;0;30;1;0;0;3176;1;1;-
5935;5;10851;10801;000:06:54:30;000:06:59:30;0;60;1;0;0;3147;1;1;-
5937;5;10801;10701;000:07:49:00;000:07:55:00;0;60;1;0;0;3778;1;1;-
5939;5;10851;10801;000:07:57:00;000:08:02:00;0;60;1;0;0;3147;1;1;-
5941;5;10801;10851;000:08:49:00;000:08:54:00;0;30;1;0;0;3176;1;1;-
5943;5;10851;10801;000:08:54:30;000:08:59:30;0;60;1;0;0;3147;1;1;-
5945;5;10801;10851;000:09:49:00;000:09:54:00;0;30;1;0;0;3176;1;1;-
5947;5;10851;10801;000:09:54:30;000:09:59:30;0;60;1;0;0;3147;1;1;-
5949;5;10801;10851;000:10:49:00;000:10:54:00;0;30;1;0;0;3176;1;1;-
5951;5;10851;10801;000:10:54:30;000:10:59:30;0;60;1;0;0;3147;1;1;-
5953;5;10801;10851;000:11:49:00;000:11:54:00;0;30;1;0;0;3176;1;1;-
5955;5;10851;10801;000:11:54:30;000:11:59:30;0;60;1;0;0;3147;1;1;-
5957;5;10801;10851;000:12:49:00;000:12:54:00;0;30;1;0;0;3176;1;1;-
5959;5;10851;10801;000:12:54:30;000:12:59:30;0;60;1;0;0;3147;1;1;-
5961;5;10801;10851;000:13:49:00;000:13:54:00;0;30;1;0;0;3176;1;1;-
5963;5;10851;10801;000:13:54:30;000:13:59:30;0;60;1;0;0;3147;1;1;-
5965;5;10801;10851;000:14:49:00;000:14:54:00;0;30;1;0;0;3176;1;1;-
5967;5;10851;10801;000:14:54:30;000:14:59:30;0;60;1;0;0;3147;1;1;-
5969;5;10801;10851;000:15:49:00;000:15:54:00;0;30;1;0;0;3176;1;1;-
5971;5;10851;10801;000:15:54:30;000:15:59:30;0;60;1;0;0;3147;1;1;-
5973;5;10801;10851;000:16:49:00;000:16:54:00;0;30;1;0;0;3176;1;1;-
5975;5;10851;10801;000:16:54:30;000:16:59:30;0;60;1;0;0;3147;1;1;-
5977;5;10801;10851;000:17:49:00;000:17:54:00;0;30;1;0;0;3176;1;1;-
5979;5;10851;10801;000:17:54:30;000:17:59:30;0;60;1;0;0;3147;1;1;-
5981;5;10801;10851;000:18:49:00;000:18:54:00;0;30;1;0;0;3176;1;1;-
